frequency_hz,snr_db,repeat_id,seed,reference_arrival_sample,reference_arrival_ms,common_reference_arrival_sample,aic_pick_sample,aic_signed_error_samples,aic_error_samples,aic_signed_error_ms,aic_error_ms,aic_success,noise_type,noise_source_id,noise_start_sample
100,-10.0,47,1331285179,213,213.0,213,242.0,29.0,29.0,29.0,29.0,True,WGN,-1,-1
100,-10.0,48,2041249878,213,213.0,213,76.0,-137.0,137.0,-137.0,137.0,True,WGN,-1,-1
100,-10.0,49,3999033554,213,213.0,213,11.0,-202.0,202.0,-202.0,202.0,True,WGN,-1,-1
100,-10.0,50,1313789035,213,213.0,213,178.0,-35.0,35.0,-35.0,35.0,True,WGN,-1,-1
100,-10.0,51,1482074987,213,213.0,213,278.0,65.0,65.0,65.0,65.0,True,WGN,-1,-1
100,-10.0,52,143048269,213,213.0,213,443.0,230.0,230.0,230.0,230.0,True,WGN,-1,-1
100,-10.0,53,1066684088,213,213.0,213,415.0,202.0,202.0,202.0,202.0,True,WGN,-1,-1
100,-10.0,54,3100572967,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,55,1746997072,213,213.0,213,203.0,-10.0,10.0,-10.0,10.0,True,WGN,-1,-1
100,-10.0,56,3597157218,213,213.0,213,432.0,219.0,219.0,219.0,219.0,True,WGN,-1,-1
100,-10.0,57,1418217191,213,213.0,213,6.0,-207.0,207.0,-207.00000000000003,207.00000000000003,True,WGN,-1,-1
100,-10.0,58,3821503720,213,213.0,213,58.0,-155.0,155.0,-155.0,155.0,True,WGN,-1,-1
100,-10.0,59,3737741894,213,213.0,213,3.0,-210.0,210.0,-210.0,210.0,True,WGN,-1,-1
100,-10.0,60,765798204,213,213.0,213,4.0,-209.0,209.0,-209.0,209.0,True,WGN,-1,-1
100,-10.0,61,2828013663,213,213.0,213,446.0,233.0,233.0,233.0,233.0,True,WGN,-1,-1
100,-10.0,62,3723051137,213,213.0,213,193.0,-20.0,20.0,-20.0,20.0,True,WGN,-1,-1
100,-10.0,63,2647062579,213,213.0,213,360.0,147.0,147.0,147.0,147.0,True,WGN,-1,-1
100,-10.0,64,2326735196,213,213.0,213,276.0,63.0,63.0,63.0,63.0,True,WGN,-1,-1
100,-10.0,65,2281912710,213,213.0,213,442.0,229.0,229.0,229.0,229.0,True,WGN,-1,-1
100,-10.0,66,3616425042,213,213.0,213,123.0,-90.0,90.0,-90.0,90.0,True,WGN,-1,-1
100,-10.0,67,3850661378,213,213.0,213,446.0,233.0,233.0,233.0,233.0,True,WGN,-1,-1
100,-10.0,68,486693484,213,213.0,213,54.0,-159.0,159.0,-159.0,159.0,True,WGN,-1,-1
100,-10.0,69,3378628463,213,213.0,213,202.0,-11.0,11.0,-11.0,11.0,True,WGN,-1,-1
100,-10.0,70,3087754340,213,213.0,213,211.0,-2.0,2.0,-2.0,2.0,True,WGN,-1,-1
100,-10.0,71,2765805392,213,213.0,213,197.0,-16.0,16.0,-16.0,16.0,True,WGN,-1,-1
100,-10.0,72,2256829030,213,213.0,213,176.0,-37.0,37.0,-37.0,37.0,True,WGN,-1,-1
100,-10.0,73,2051966371,213,213.0,213,35.0,-178.0,178.0,-178.0,178.0,True,WGN,-1,-1
100,-10.0,74,3454165393,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,75,380484544,213,213.0,213,16.0,-197.0,197.0,-197.0,197.0,True,WGN,-1,-1
100,-10.0,76,3534593648,213,213.0,213,259.0,46.0,46.0,46.0,46.0,True,WGN,-1,-1
100,-10.0,77,4013433817,213,213.0,213,6.0,-207.0,207.0,-207.00000000000003,207.00000000000003,True,WGN,-1,-1
100,-10.0,78,2813003284,213,213.0,213,209.0,-4.0,4.0,-4.0,4.0,True,WGN,-1,-1
100,-10.0,79,1750226781,213,213.0,213,298.0,85.0,85.0,85.0,85.0,True,WGN,-1,-1
100,-10.0,80,3067354628,213,213.0,213,17.0,-196.0,196.0,-196.0,196.0,True,WGN,-1,-1
100,-10.0,81,109686842,213,213.0,213,447.0,234.0,234.0,234.0,234.0,True,WGN,-1,-1
100,-10.0,82,3884049539,213,213.0,213,447.0,234.0,234.0,234.0,234.0,True,WGN,-1,-1
100,-10.0,83,2419132615,213,213.0,213,359.0,146.0,146.0,146.0,146.0,True,WGN,-1,-1
100,-10.0,84,572901189,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,-10.0,85,3322371372,213,213.0,213,177.0,-36.0,36.0,-36.00000000000001,36.00000000000001,True,WGN,-1,-1
100,-10.0,86,800172406,213,213.0,213,18.0,-195.0,195.0,-195.0,195.0,True,WGN,-1,-1
100,-10.0,87,4219936306,213,213.0,213,211.0,-2.0,2.0,-2.0,2.0,True,WGN,-1,-1
100,-10.0,88,848721859,213,213.0,213,440.0,227.0,227.0,227.0,227.0,True,WGN,-1,-1
100,-10.0,89,662912106,213,213.0,213,446.0,233.0,233.0,233.0,233.0,True,WGN,-1,-1
100,-10.0,90,590301241,213,213.0,213,3.0,-210.0,210.0,-210.0,210.0,True,WGN,-1,-1
100,-10.0,91,2939827334,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,-10.0,92,3732336685,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,-10.0,93,3652567467,213,213.0,213,16.0,-197.0,197.0,-197.0,197.0,True,WGN,-1,-1
100,-10.0,94,2408787008,213,213.0,213,14.0,-199.0,199.0,-199.0,199.0,True,WGN,-1,-1
100,-10.0,95,3306774511,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,96,2089175742,213,213.0,213,378.0,165.0,165.0,165.0,165.0,True,WGN,-1,-1
100,-10.0,97,1560035470,213,213.0,213,222.0,9.0,9.0,9.000000000000002,9.000000000000002,True,WGN,-1,-1
100,-10.0,98,546098383,213,213.0,213,22.0,-191.0,191.0,-191.0,191.0,True,WGN,-1,-1
100,-10.0,99,2932588314,213,213.0,213,213.0,0.0,0.0,0.0,0.0,True,WGN,-1,-1
100,-10.0,100,2878908735,213,213.0,213,33.0,-180.0,180.0,-180.0,180.0,True,WGN,-1,-1
100,-10.0,101,3142588963,213,213.0,213,273.0,60.0,60.0,60.0,60.0,True,WGN,-1,-1
100,-10.0,102,2026769271,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,103,587418126,213,213.0,213,443.0,230.0,230.0,230.0,230.0,True,WGN,-1,-1
100,-10.0,104,2713249438,213,213.0,213,220.0,7.0,7.0,7.0,7.0,True,WGN,-1,-1
100,-10.0,105,3755388573,213,213.0,213,430.0,217.0,217.0,217.0,217.0,True,WGN,-1,-1
100,-10.0,106,4045411826,213,213.0,213,249.0,36.0,36.0,36.00000000000001,36.00000000000001,True,WGN,-1,-1
100,-10.0,107,3784361447,213,213.0,213,132.0,-81.0,81.0,-81.0,81.0,True,WGN,-1,-1
100,-10.0,108,3584800043,213,213.0,213,251.0,38.0,38.0,38.0,38.0,True,WGN,-1,-1
100,-10.0,109,4207719658,213,213.0,213,11.0,-202.0,202.0,-202.0,202.0,True,WGN,-1,-1
100,-10.0,110,1630275797,213,213.0,213,5.0,-208.0,208.0,-208.00000000000003,208.00000000000003,True,WGN,-1,-1
100,-10.0,111,498653751,213,213.0,213,423.0,210.0,210.0,210.0,210.0,True,WGN,-1,-1
100,-10.0,112,3269380911,213,213.0,213,165.0,-48.0,48.0,-48.0,48.0,True,WGN,-1,-1
100,-10.0,113,1176345268,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,114,3859113008,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,115,2225383257,213,213.0,213,6.0,-207.0,207.0,-207.00000000000003,207.00000000000003,True,WGN,-1,-1
100,-10.0,116,1351422511,213,213.0,213,283.0,70.0,70.0,70.0,70.0,True,WGN,-1,-1
100,-10.0,117,3174758376,213,213.0,213,223.0,10.0,10.0,10.0,10.0,True,WGN,-1,-1
100,-10.0,118,1853399382,213,213.0,213,79.0,-134.0,134.0,-134.0,134.0,True,WGN,-1,-1
100,-10.0,119,2420725757,213,213.0,213,6.0,-207.0,207.0,-207.00000000000003,207.00000000000003,True,WGN,-1,-1
100,-10.0,120,2740824243,213,213.0,213,111.0,-102.0,102.0,-102.00000000000001,102.00000000000001,True,WGN,-1,-1
100,-10.0,121,182487068,213,213.0,213,200.0,-13.0,13.0,-13.000000000000002,13.000000000000002,True,WGN,-1,-1
100,-10.0,122,1906250693,213,213.0,213,156.0,-57.0,57.0,-57.0,57.0,True,WGN,-1,-1
100,-10.0,123,2603485835,213,213.0,213,13.0,-200.0,200.0,-200.0,200.0,True,WGN,-1,-1
100,-10.0,124,2806507646,213,213.0,213,345.0,132.0,132.0,132.0,132.0,True,WGN,-1,-1
100,-10.0,125,3175017470,213,213.0,213,6.0,-207.0,207.0,-207.00000000000003,207.00000000000003,True,WGN,-1,-1
100,-10.0,126,394417196,213,213.0,213,8.0,-205.0,205.0,-205.00000000000003,205.00000000000003,True,WGN,-1,-1
100,-10.0,127,1404900548,213,213.0,213,291.0,78.0,78.0,78.0,78.0,True,WGN,-1,-1
100,-10.0,128,1432619754,213,213.0,213,197.0,-16.0,16.0,-16.0,16.0,True,WGN,-1,-1
100,-10.0,129,2445824448,213,213.0,213,261.0,48.0,48.0,48.0,48.0,True,WGN,-1,-1
100,-10.0,130,383875380,213,213.0,213,447.0,234.0,234.0,234.0,234.0,True,WGN,-1,-1
100,-10.0,131,2145501049,213,213.0,213,436.0,223.0,223.0,223.0,223.0,True,WGN,-1,-1
100,-10.0,132,4035281190,213,213.0,213,423.0,210.0,210.0,210.0,210.0,True,WGN,-1,-1
100,-10.0,133,3900368896,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,134,2201865683,213,213.0,213,13.0,-200.0,200.0,-200.0,200.0,True,WGN,-1,-1
100,-10.0,135,2198129785,213,213.0,213,7.0,-206.0,206.0,-206.00000000000003,206.00000000000003,True,WGN,-1,-1
100,-10.0,136,3395645279,213,213.0,213,278.0,65.0,65.0,65.0,65.0,True,WGN,-1,-1
100,-10.0,137,3702406461,213,213.0,213,230.0,17.0,17.0,17.0,17.0,True,WGN,-1,-1
100,-10.0,138,720375782,213,213.0,213,236.0,23.0,23.0,23.0,23.0,True,WGN,-1,-1
100,-10.0,139,31076656,213,213.0,213,238.0,25.0,25.0,25.0,25.0,True,WGN,-1,-1
100,-10.0,140,962833270,213,213.0,213,441.0,228.0,228.0,228.0,228.0,True,WGN,-1,-1
100,-10.0,141,2381575004,213,213.0,213,55.0,-158.0,158.0,-158.0,158.0,True,WGN,-1,-1
100,-10.0,142,2263386588,213,213.0,213,230.0,17.0,17.0,17.0,17.0,True,WGN,-1,-1
100,-10.0,143,2150170252,213,213.0,213,144.0,-69.0,69.0,-69.0,69.0,True,WGN,-1,-1
100,-10.0,144,585458417,213,213.0,213,318.0,105.0,105.0,105.0,105.0,True,WGN,-1,-1
100,-10.0,145,4163351050,213,213.0,213,103.0,-110.0,110.0,-110.0,110.0,True,WGN,-1,-1
100,-10.0,146,1731236627,213,213.0,213,23.0,-190.0,190.0,-190.0,190.0,True,WGN,-1,-1
100,-10.0,147,1418255223,213,213.0,213,4.0,-209.0,209.0,-209.0,209.0,True,WGN,-1,-1
100,-10.0,148,2202686156,213,213.0,213,8.0,-205.0,205.0,-205.00000000000003,205.00000000000003,True,WGN,-1,-1
100,-10.0,149,572174628,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,-10.0,150,1242203937,213,213.0,213,4.0,-209.0,209.0,-209.0,209.0,True,WGN,-1,-1
100,-10.0,151,374196752,213,213.0,213,28.0,-185.0,185.0,-185.0,185.0,True,WGN,-1,-1
100,-10.0,152,2073157370,213,213.0,213,4.0,-209.0,209.0,-209.0,209.0,True,WGN,-1,-1
100,-10.0,153,2635885312,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,-10.0,154,4246402726,213,213.0,213,5.0,-208.0,208.0,-208.00000000000003,208.00000000000003,True,WGN,-1,-1
100,-10.0,155,2906460057,213,213.0,213,147.0,-66.0,66.0,-66.0,66.0,True,WGN,-1,-1
100,-10.0,156,3970279792,213,213.0,213,444.0,231.0,231.0,231.0,231.0,True,WGN,-1,-1
100,-10.0,157,204314111,213,213.0,213,43.0,-170.0,170.0,-170.0,170.0,True,WGN,-1,-1
100,-10.0,158,941226867,213,213.0,213,339.0,126.0,126.0,126.0,126.0,True,WGN,-1,-1
100,-10.0,159,3420228552,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,160,117710113,213,213.0,213,212.0,-1.0,1.0,-1.0,1.0,True,WGN,-1,-1
100,-10.0,161,641614394,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,-10.0,162,1286239673,213,213.0,213,247.0,34.0,34.0,34.0,34.0,True,WGN,-1,-1
100,-10.0,163,267932417,213,213.0,213,235.0,22.0,22.0,22.0,22.0,True,WGN,-1,-1
100,-10.0,164,2397872863,213,213.0,213,447.0,234.0,234.0,234.0,234.0,True,WGN,-1,-1
100,-10.0,165,275403186,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,166,2982519875,213,213.0,213,178.0,-35.0,35.0,-35.0,35.0,True,WGN,-1,-1
100,-10.0,167,3814917092,213,213.0,213,12.0,-201.0,201.0,-201.0,201.0,True,WGN,-1,-1
100,-10.0,168,1882817902,213,213.0,213,364.0,151.0,151.0,151.0,151.0,True,WGN,-1,-1
100,-10.0,169,3806575640,213,213.0,213,444.0,231.0,231.0,231.0,231.0,True,WGN,-1,-1
100,-10.0,170,1094719995,213,213.0,213,414.0,201.0,201.0,201.0,201.0,True,WGN,-1,-1
100,-10.0,171,2957062953,213,213.0,213,427.0,214.0,214.0,214.0,214.0,True,WGN,-1,-1
100,-10.0,172,1792803682,213,213.0,213,381.0,168.0,168.0,168.0,168.0,True,WGN,-1,-1
100,-10.0,173,4144364308,213,213.0,213,240.0,27.0,27.0,27.0,27.0,True,WGN,-1,-1
100,-10.0,174,1979437507,213,213.0,213,21.0,-192.0,192.0,-192.0,192.0,True,WGN,-1,-1
100,-10.0,175,826289542,213,213.0,213,443.0,230.0,230.0,230.0,230.0,True,WGN,-1,-1
100,-10.0,176,166136247,213,213.0,213,440.0,227.0,227.0,227.0,227.0,True,WGN,-1,-1
100,-10.0,177,407182186,213,213.0,213,34.0,-179.0,179.0,-179.0,179.0,True,WGN,-1,-1
100,-10.0,178,859178632,213,213.0,213,399.0,186.0,186.0,186.0,186.0,True,WGN,-1,-1
100,-10.0,179,260283771,213,213.0,213,119.0,-94.0,94.0,-94.0,94.0,True,WGN,-1,-1
100,-10.0,180,3981594696,213,213.0,213,231.0,18.0,18.0,18.000000000000004,18.000000000000004,True,WGN,-1,-1
100,-10.0,181,531369000,213,213.0,213,447.0,234.0,234.0,234.0,234.0,True,WGN,-1,-1
100,-10.0,182,286641290,213,213.0,213,274.0,61.0,61.0,61.0,61.0,True,WGN,-1,-1
100,-10.0,183,1395267905,213,213.0,213,446.0,233.0,233.0,233.0,233.0,True,WGN,-1,-1
100,-10.0,184,3188772216,213,213.0,213,203.0,-10.0,10.0,-10.0,10.0,True,WGN,-1,-1
100,-10.0,185,409557222,213,213.0,213,419.0,206.0,206.0,206.00000000000003,206.00000000000003,True,WGN,-1,-1
100,-10.0,186,700869476,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,187,3191037099,213,213.0,213,214.0,1.0,1.0,1.0,1.0,True,WGN,-1,-1
100,-10.0,188,928743561,213,213.0,213,178.0,-35.0,35.0,-35.0,35.0,True,WGN,-1,-1
100,-10.0,189,1773660385,213,213.0,213,96.0,-117.0,117.0,-117.0,117.0,True,WGN,-1,-1
100,-10.0,190,2371450893,213,213.0,213,5.0,-208.0,208.0,-208.00000000000003,208.00000000000003,True,WGN,-1,-1
100,-10.0,191,3995748765,213,213.0,213,5.0,-208.0,208.0,-208.00000000000003,208.00000000000003,True,WGN,-1,-1
100,-10.0,192,2158655975,213,213.0,213,55.0,-158.0,158.0,-158.0,158.0,True,WGN,-1,-1
100,-10.0,193,1711968832,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,-10.0,194,2271828372,213,213.0,213,20.0,-193.0,193.0,-193.0,193.0,True,WGN,-1,-1
100,-10.0,195,3542444409,213,213.0,213,447.0,234.0,234.0,234.0,234.0,True,WGN,-1,-1
100,-10.0,196,2011214242,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-10.0,197,4294428164,213,213.0,213,446.0,233.0,233.0,233.0,233.0,True,WGN,-1,-1
100,-10.0,198,1615770428,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,-10.0,199,2160392464,213,213.0,213,3.0,-210.0,210.0,-210.0,210.0,True,WGN,-1,-1
100,-8.0,0,2357232997,213,213.0,213,237.0,24.0,24.0,24.0,24.0,True,WGN,-1,-1
100,-8.0,1,2040892247,213,213.0,213,229.0,16.0,16.0,16.0,16.0,True,WGN,-1,-1
100,-8.0,2,3707260784,213,213.0,213,221.0,8.0,8.0,8.0,8.0,True,WGN,-1,-1
100,-8.0,3,2179716031,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-8.0,4,686919141,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,-8.0,5,199058619,213,213.0,213,360.0,147.0,147.0,147.0,147.0,True,WGN,-1,-1
100,-8.0,6,1325953565,213,213.0,213,309.0,96.0,96.0,96.0,96.0,True,WGN,-1,-1
100,-8.0,7,637754218,213,213.0,213,173.0,-40.0,40.0,-40.0,40.0,True,WGN,-1,-1
100,-8.0,8,3690193774,213,213.0,213,69.0,-144.0,144.0,-144.00000000000003,144.00000000000003,True,WGN,-1,-1
100,-8.0,9,1557929965,213,213.0,213,267.0,54.0,54.0,54.0,54.0,True,WGN,-1,-1
100,-8.0,10,3361362796,213,213.0,213,56.0,-157.0,157.0,-157.0,157.0,True,WGN,-1,-1
100,-8.0,11,3881400815,213,213.0,213,300.0,87.0,87.0,87.00000000000001,87.00000000000001,True,WGN,-1,-1
100,-8.0,12,3695317744,213,213.0,213,432.0,219.0,219.0,219.0,219.0,True,WGN,-1,-1
100,-8.0,13,4230041053,213,213.0,213,227.0,14.0,14.0,14.0,14.0,True,WGN,-1,-1
100,-8.0,14,1012886615,213,213.0,213,251.0,38.0,38.0,38.0,38.0,True,WGN,-1,-1
100,-8.0,15,813255485,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-8.0,16,3389486803,213,213.0,213,220.0,7.0,7.0,7.0,7.0,True,WGN,-1,-1
100,-8.0,17,943759129,213,213.0,213,230.0,17.0,17.0,17.0,17.0,True,WGN,-1,-1
100,-8.0,18,1188713580,213,213.0,213,194.0,-19.0,19.0,-19.0,19.0,True,WGN,-1,-1
100,-8.0,19,2073004583,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,-8.0,20,3825822058,213,213.0,213,295.0,82.0,82.0,82.0,82.0,True,WGN,-1,-1
100,-8.0,21,326683228,213,213.0,213,235.0,22.0,22.0,22.0,22.0,True,WGN,-1,-1
100,-8.0,22,3615393862,213,213.0,213,16.0,-197.0,197.0,-197.0,197.0,True,WGN,-1,-1
100,-8.0,23,2252867402,213,213.0,213,224.0,11.0,11.0,11.0,11.0,True,WGN,-1,-1
100,-8.0,24,2354674886,213,213.0,213,199.0,-14.0,14.0,-14.0,14.0,True,WGN,-1,-1
100,-8.0,25,3224496433,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,-8.0,26,2734020161,213,213.0,213,438.0,225.0,225.0,225.0,225.0,True,WGN,-1,-1
100,-8.0,27,2915990137,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-8.0,28,974193578,213,213.0,213,91.0,-122.0,122.0,-122.0,122.0,True,WGN,-1,-1
100,-8.0,29,3115643964,213,213.0,213,236.0,23.0,23.0,23.0,23.0,True,WGN,-1,-1
100,-8.0,30,1909309252,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,-8.0,31,2618236625,213,213.0,213,221.0,8.0,8.0,8.0,8.0,True,WGN,-1,-1
100,-8.0,32,2747877463,213,213.0,213,220.0,7.0,7.0,7.0,7.0,True,WGN,-1,-1
100,-8.0,33,41647612,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-8.0,34,2424266028,213,213.0,213,216.0,3.0,3.0,3.0,3.0,True,WGN,-1,-1
100,-8.0,35,2605513104,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,-8.0,36,2991333408,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-8.0,37,1173247087,213,213.0,213,11.0,-202.0,202.0,-202.0,202.0,True,WGN,-1,-1
100,-8.0,38,1919321553,213,213.0,213,231.0,18.0,18.0,18.000000000000004,18.000000000000004,True,WGN,-1,-1
100,-8.0,39,3965107672,213,213.0,213,54.0,-159.0,159.0,-159.0,159.0,True,WGN,-1,-1
100,-8.0,40,2599833605,213,213.0,213,277.0,64.0,64.0,64.0,64.0,True,WGN,-1,-1
100,-8.0,41,18796714,213,213.0,213,2.0,-211.0,211.0,-211.0,211.0,True,WGN,-1,-1
100,-8.0,42,205292010,213,213.0,213,121.0,-92.0,92.0,-92.0,92.0,True,WGN,-1,-1
100,-8.0,43,2020130562,213,213.0,213,105.0,-108.0,108.0,-108.0,108.0,True,WGN,-1,-1
100,-8.0,44,1117387837,213,213.0,213,11.0,-202.0,202.0,-202.0,202.0,True,WGN,-1,-1
100,-8.0,45,1494781063,213,213.0,213,442.0,229.0,229.0,229.0,229.0,True,WGN,-1,-1
