condition,frequency_hz,snr_db,repeat,true_arrival,predicted_arrival,success,cluster_num,stop_reason,error_ms,abs_error_ms,hit_le2,hit_le5,hit_le10,target_snr_db,snr_definition,noise_source_id,noise_start_sample
ricker,100,-10.0,18,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,18,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,19,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,19,293,292.0,True,3,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,20,288,296.0,True,3,unique_valid_peak,8.0,8.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,20,293,293.0,True,5,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,21,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,21,293,296.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,22,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,22,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,23,288,290.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,23,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,24,288,289.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,24,293,293.0,True,5,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,25,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,25,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,26,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,26,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,27,288,295.0,True,6,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,27,293,295.0,True,5,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,28,288,294.0,True,4,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,28,293,296.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,29,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,29,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,30,288,294.0,True,4,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,30,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,31,288,291.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,31,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,32,288,296.0,True,3,unique_valid_peak,8.0,8.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,32,293,293.0,True,3,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,33,288,291.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,33,293,291.0,True,2,unique_valid_peak,-2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,34,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,34,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,35,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,35,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,36,288,292.0,True,2,unique_valid_peak,4.0,4.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,36,293,292.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,37,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,37,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,38,288,289.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,38,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,39,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,39,293,296.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,40,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,40,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,41,288,290.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,41,293,287.0,True,3,unique_valid_peak,-6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,42,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,42,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,43,288,293.0,True,3,unique_valid_peak,5.0,5.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,43,293,296.0,True,4,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,44,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,44,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,45,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,45,293,296.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,46,288,292.0,True,2,unique_valid_peak,4.0,4.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,46,293,292.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,47,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,47,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,48,288,249.0,True,2,unique_valid_peak,-39.0,39.0,False,False,False,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,48,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,49,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,49,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,50,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,50,293,296.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,51,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,51,293,295.0,True,4,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,52,288,291.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,52,293,292.0,True,3,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,53,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,53,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,54,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,54,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,55,288,290.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,55,293,292.0,True,3,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,56,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,56,293,295.0,True,4,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,57,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,57,293,296.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,58,288,292.0,True,3,unique_valid_peak,4.0,4.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,58,293,292.0,True,3,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,59,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,59,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,60,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,60,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,61,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,61,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,62,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,62,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,63,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,63,293,211.0,True,2,unique_valid_peak,-82.0,82.0,False,False,False,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,64,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,64,293,,False,10,multiple_valid_peaks_at_cmax,,,False,False,False,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,65,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,65,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,66,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,66,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,67,288,292.0,True,2,unique_valid_peak,4.0,4.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,67,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,68,288,289.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,68,293,290.0,True,2,unique_valid_peak,-3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,69,288,291.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,69,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,70,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,70,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,71,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,71,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,72,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,72,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,73,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,73,293,296.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,74,288,291.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,74,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,75,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,75,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,76,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,76,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,77,288,291.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,77,293,294.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,78,288,258.0,True,2,unique_valid_peak,-30.0,30.0,False,False,False,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,78,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,79,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,79,293,296.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,80,288,295.0,True,4,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,80,293,,False,10,multiple_valid_peaks_at_cmax,,,False,False,False,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,81,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,81,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,82,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,82,293,296.0,True,4,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,83,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,83,293,293.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,84,288,291.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,84,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,85,288,291.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,85,293,292.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,86,288,292.0,True,3,unique_valid_peak,4.0,4.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,86,293,292.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,87,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,87,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,88,288,290.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,88,293,291.0,True,3,unique_valid_peak,-2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,89,288,292.0,True,3,unique_valid_peak,4.0,4.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,89,293,294.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,90,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,90,293,296.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,91,288,289.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,91,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,92,288,295.0,True,3,unique_valid_peak,7.0,7.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,92,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,93,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,93,293,,False,10,multiple_valid_peaks_at_cmax,,,False,False,False,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,94,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,94,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,95,288,292.0,True,4,unique_valid_peak,4.0,4.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,95,293,292.0,True,7,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,96,288,291.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,96,293,295.0,True,4,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,97,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,97,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,98,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,98,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,99,288,294.0,True,3,unique_valid_peak,6.0,6.0,False,False,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,99,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,100,-10.0,100,288,291.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,100,-10.0,100,293,295.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
