window_size,frequency_hz,snr_db,feature,n_records,pearson_mean,pearson_std,spearman_mean,spearman_std,mi_mean,mi_std,mean_retained_scale_count,pearson_rank,spearman_rank,mi_rank,pearson_top3,spearman_top3,mi_top3
7,100,-4,K,200,0.03951303689330168,0.027575416975517582,0.023957581096564796,0.01654252632053739,0.0018207527024543058,0.003349346959938345,49.99,5.0,5.0,6.0,False,False,False
7,100,-4,M,200,0.716472596514469,0.020430898028735506,0.21969879115318316,0.023693103587982507,0.06907915914798157,0.006659341525242567,49.99,1.0,2.0,3.0,True,True,True
7,100,-4,P,200,0.6941408314544084,0.013523249368945235,0.22352166494126588,0.021322329005186408,0.07131381404512553,0.006002405806764401,49.99,3.0,1.0,2.0,True,True,True
7,100,-4,S,200,0.03164375005803168,0.02307977967843173,0.02623840401915269,0.01842081891792736,0.0019958599880305714,0.0030709079469638666,49.99,6.0,4.0,5.0,False,False,False
7,100,-4,SLTA,200,0.1108647629949009,0.007281499452616809,0.007875142637398224,0.005690808767604043,0.0329510659401706,0.006055867438956081,49.99,4.0,6.0,4.0,False,False,False
7,100,-4,Std,200,0.6988127116028536,0.02047848390712904,0.2181499501033401,0.021830386142100876,0.07177406836037141,0.005583919253242438,49.99,2.0,3.0,1.0,True,True,True
7,100,-2,K,200,0.04400734080905762,0.02886568404504191,0.023795295690640858,0.01641939310110444,0.0020378997071550608,0.0031605015412402375,53.315,5.0,5.0,6.0,False,False,False
7,100,-2,M,200,0.7331356009888816,0.016300788011141,0.2223012424744014,0.02268454607814518,0.0708967617767607,0.006725966543500365,53.315,1.0,2.0,3.0,True,True,True
7,100,-2,P,200,0.6901572229100564,0.01107908670793258,0.225787096779331,0.020303936975199433,0.07309324189207934,0.005833998791974993,53.315,3.0,1.0,2.0,True,True,True
7,100,-2,S,200,0.03466721049395569,0.023868848480976125,0.027691050790728467,0.01889370580404401,0.0020836683157737035,0.0029654885067998365,53.315,6.0,4.0,5.0,False,False,False
7,100,-2,SLTA,200,0.11284889439548461,0.007196012376659816,0.006709267984798219,0.005081133102438458,0.03447894205444723,0.005230054647614196,53.315,4.0,6.0,4.0,False,False,False
7,100,-2,Std,200,0.7181150965777112,0.01570757898876424,0.22208305121734323,0.020700370810059435,0.0736199347883951,0.005269318735629675,53.315,2.0,3.0,1.0,True,True,True
7,100,0,K,200,0.04936863748931474,0.029292345636846018,0.02399255054595845,0.01589878322497726,0.0022844934381884485,0.003197226420580813,56.74,5.0,5.0,6.0,False,False,False
7,100,0,M,200,0.7441330485374117,0.013255408503791003,0.22556720797618582,0.02128892864167203,0.07302663607929662,0.006564032575411497,56.74,1.0,3.0,3.0,True,True,True
7,100,0,P,200,0.686479292972547,0.009310880494040847,0.2287891504494456,0.018988193727650177,0.07489785135453211,0.005427113429500863,56.74,3.0,1.0,1.0,True,True,True
7,100,0,S,200,0.03935800208882169,0.024104183760890387,0.02963111962877175,0.01916907372995855,0.0023103316415900056,0.0031612261156879827,56.74,6.0,4.0,5.0,False,False,False
7,100,0,SLTA,200,0.1144145643296084,0.007113307340540318,0.007132862318391873,0.005320904913135604,0.03545140276139899,0.0045028046106736245,56.74,4.0,6.0,4.0,False,False,False
7,100,0,Std,200,0.7312013915334644,0.012337202937293002,0.22589211829725112,0.019292119755849605,0.07488188639145554,0.005325491567266295,56.74,2.0,2.0,2.0,True,True,True
7,100,2,K,200,0.05605937483726394,0.028685104254231184,0.02427400368719473,0.01594630204509594,0.0033822402200218028,0.004073556036587974,59.98,5.0,5.0,5.0,False,False,False
7,100,2,M,200,0.7514335070944965,0.010567180495945622,0.22909821700703156,0.01974700934858436,0.07495776325468607,0.006076423571449771,59.98,1.0,3.0,3.0,True,True,True
7,100,2,P,200,0.6834932149982968,0.007465702576009271,0.23235060214011946,0.017439611131213142,0.07608659880046656,0.005179662319992077,59.98,3.0,1.0,2.0,True,True,True
7,100,2,S,200,0.045658351044958384,0.0239075203398632,0.032935110162906595,0.019130786915560773,0.003027047669402354,0.0034012873499335732,59.98,6.0,4.0,6.0,False,False,False
7,100,2,SLTA,200,0.11567738240612148,0.0069966151673779816,0.008064701950454427,0.005304909723969607,0.03627278859948274,0.004215126764888355,59.98,4.0,6.0,4.0,False,False,False
7,100,2,Std,200,0.7403801950761753,0.00944208515825375,0.22950947583905915,0.017912153073931764,0.07620536385519922,0.005195737517886617,59.98,2.0,2.0,1.0,True,True,True
7,100,4,K,200,0.061519507476495594,0.02780961328495798,0.024447606067032474,0.015638356521979428,0.004037886785549527,0.004172901042402317,63.245,5.0,5.0,5.0,False,False,False
7,100,4,M,200,0.7562811916581563,0.008457067031532964,0.23349214529880477,0.01789903263229941,0.07672976971286408,0.005558422761354284,63.245,1.0,2.0,3.0,True,True,True
7,100,4,P,200,0.6809779281875905,0.006000141426901925,0.23660736870805738,0.015742197203965365,0.07746236001290117,0.004961320173112868,63.245,3.0,1.0,1.0,True,True,True
7,100,4,S,200,0.05218234075735109,0.02319989490296682,0.036541377070279116,0.01852705933931761,0.003281625758353465,0.0036909143269379797,63.245,6.0,4.0,6.0,False,False,False
7,100,4,SLTA,200,0.11681610582152369,0.006975754716973511,0.009493017228115528,0.0051532743261517916,0.03645216683017967,0.003661191759205661,63.245,4.0,6.0,4.0,False,False,False
7,100,4,Std,200,0.7467248951887417,0.007250713935088189,0.2334850156052391,0.016584018479408925,0.07734204552972695,0.005196160494565524,63.245,2.0,3.0,2.0,True,True,True
7,100,6,K,200,0.06836763135440696,0.0278246457780599,0.025346060626049306,0.01562618788015772,0.005241792486398949,0.0044529921952327104,66.695,5.0,5.0,5.0,False,False,False
7,100,6,M,200,0.7594488723819288,0.006884501330701325,0.2377039834803049,0.015989683462426327,0.07830539251657996,0.005576746868217212,66.695,1.0,2.0,3.0,True,True,True
7,100,6,P,200,0.6789426716403762,0.004839376160000376,0.24044031460292337,0.01417673443589175,0.07988963567343689,0.005017225148702442,66.695,3.0,1.0,1.0,True,True,True
7,100,6,S,200,0.05949285137893075,0.021949183690459697,0.04064513815090242,0.017080260988032624,0.004131058851267547,0.003904854045210555,66.695,6.0,4.0,6.0,False,False,False
7,100,6,SLTA,200,0.11764002463510588,0.006905911882543755,0.010956980973605108,0.0046095492460538345,0.03701426538652571,0.0035414501101729617,66.695,4.0,6.0,4.0,False,False,False
7,100,6,Std,200,0.7513643221508449,0.005559864351774866,0.23737533855784806,0.01517838418867698,0.07906873744980376,0.0054800121867557994,66.695,2.0,3.0,2.0,True,True,True
7,150,-10,K,200,0.0473119431587898,0.03313113677846395,0.037102112484649855,0.02432262205889495,0.0023308653976110176,0.0029232957878184028,36.68,5.0,5.0,6.0,False,False,False
7,150,-10,M,200,0.6369346987823493,0.047758319743199704,0.19939333062572687,0.013191801641904642,0.055106146882158195,0.006711599637891611,36.68,3.0,3.0,3.0,True,True,True
7,150,-10,P,200,0.7698398615115832,0.028316806548820163,0.20271704514362224,0.011466478613181202,0.05882518797055705,0.0049352235716130155,36.68,1.0,1.0,1.0,True,True,True
7,150,-10,S,200,0.03288313534155257,0.023446846982326644,0.022728890021765178,0.020089263285989024,0.003920984578126661,0.003787017205995786,36.68,6.0,6.0,5.0,False,False,False
7,150,-10,SLTA,200,0.2088048758515377,0.016646163572589814,0.08584716462424966,0.015095043430118237,0.021997928448177793,0.004365550216962897,36.68,4.0,4.0,4.0,False,False,False
7,150,-10,Std,200,0.6470649203272925,0.04693283903442247,0.19960991456453314,0.013211866219397865,0.058156234511564806,0.006878925859508032,36.68,2.0,2.0,2.0,True,True,True
7,150,-8,K,200,0.05931860012371038,0.03314468539231562,0.04378833061336893,0.0215494408515115,0.002333817832237768,0.0026589478760450256,41.46,5.0,5.0,6.0,False,False,False
7,150,-8,M,200,0.695122636281829,0.03393117526084533,0.2010786545956988,0.01185321297206106,0.057902925675739764,0.005112370987810401,41.46,3.0,3.0,3.0,True,True,True
7,150,-8,P,200,0.7797179628017861,0.018910960182745955,0.2044359127064112,0.009936392588137331,0.06051764045667052,0.0032712319087653836,41.46,1.0,1.0,1.0,True,True,True
7,150,-8,S,200,0.030402802841376732,0.02150094733065573,0.02053337214623042,0.018302453694746746,0.0056948391353235225,0.004326098404688302,41.46,6.0,6.0,5.0,False,False,False
7,150,-8,SLTA,200,0.22054448742101995,0.01412835995902988,0.07764237421330752,0.01262614337325916,0.024266512745800117,0.0036584172180834486,41.46,4.0,4.0,4.0,False,False,False
7,150,-8,Std,200,0.705569110747718,0.03430417258624848,0.20132257035087453,0.011326777116340326,0.060493678789552675,0.0057005564219310126,41.46,2.0,2.0,2.0,True,True,True
7,150,-6,K,200,0.06901576271941857,0.03342820828921385,0.05045895028123071,0.0203936201999946,0.002780933218321109,0.0030257413772383063,45.985,5.0,5.0,6.0,False,False,False
7,150,-6,M,200,0.7367479767022265,0.02432626296438412,0.20254449579785558,0.010899983758807179,0.059808414716089164,0.003849497705531427,45.985,3.0,3.0,3.0,True,True,True
7,150,-6,P,200,0.7794201278246716,0.014038142710786915,0.2057405237998836,0.008921643216112076,0.061618357507971185,0.002238780825674189,45.985,1.0,1.0,2.0,True,True,True
7,150,-6,S,200,0.026365354292442154,0.01910254841759356,0.01896413937609027,0.017145857587218982,0.007429985084841919,0.004813346447130668,45.985,6.0,6.0,5.0,False,False,False
7,150,-6,SLTA,200,0.23022704781503073,0.012935111864218809,0.07060926287985918,0.010414155776983,0.025800079418268593,0.0027869001812182914,45.985,4.0,4.0,4.0,False,False,False
7,150,-6,Std,200,0.7483963926602293,0.024647639568939395,0.20336210361783624,0.009729895321895108,0.062478535061927076,0.004058656290303482,45.985,2.0,2.0,1.0,True,True,True
7,150,-4,K,200,0.07772384892790406,0.03151644867677049,0.05625702241741973,0.01850354492320482,0.0030242693867365083,0.0029638723747416767,49.855,5.0,5.0,6.0,False,False,False
7,150,-4,M,200,0.7664458845786101,0.017927834233142138,0.20434176978336094,0.009838339367546956,0.0612418880946718,0.002908238334041577,49.855,3.0,3.0,3.0,True,True,True
7,150,-4,P,200,0.7770196177897141,0.010580987576014549,0.20698260301045024,0.008018928989993276,0.0624304428784558,0.0016512216368782552,49.855,2.0,1.0,2.0,True,True,True
7,150,-4,S,200,0.02237257801511654,0.016412606809743813,0.017802675219865848,0.014018811364138182,0.009089581945083825,0.0045385536075662515,49.855,6.0,6.0,5.0,False,False,False
7,150,-4,SLTA,200,0.23772096124412684,0.012388915395867998,0.06546204687590194,0.00852159123275334,0.026807806820040806,0.002347971979906579,49.855,4.0,4.0,4.0,False,False,False
7,150,-4,Std,200,0.7792847921689277,0.01764035554081975,0.20545353972800456,0.008425204117817461,0.06403757035904585,0.002982915698826275,49.855,1.0,2.0,1.0,True,True,True
7,150,-2,K,200,0.08474042159810612,0.028829138492853644,0.06070976181453539,0.016479432739815326,0.003315356921125161,0.0030325093705747402,53.385,5.0,5.0,6.0,False,False,False
7,150,-2,M,200,0.7871440314169235,0.013240311590789278,0.20642506156440907,0.008384403951156026,0.06228603464471604,0.002216234496573055,53.385,2.0,3.0,3.0,True,True,True
7,150,-2,P,200,0.7743363124851973,0.008409629583806437,0.20810790082380198,0.00733699904017171,0.06332491744240203,0.0010209664402478526,53.385,3.0,1.0,2.0,True,True,True
7,150,-2,S,200,0.020031188389161028,0.014338441175235979,0.016454029533353773,0.011385396411218475,0.010867216238833298,0.004519788547285844,53.385,6.0,6.0,5.0,False,False,False
7,150,-2,SLTA,200,0.24352508836202072,0.012261919402491345,0.06160950312310096,0.0073048801511391695,0.02746183116785104,0.0020960899891109028,53.385,4.0,4.0,4.0,False,False,False
7,150,-2,Std,200,0.8008231016490697,0.013033853408632494,0.20723452505526954,0.007550156669126894,0.06468425646417116,0.0024938560169197755,53.385,1.0,2.0,1.0,True,True,True
7,150,0,K,200,0.09138858601812362,0.02569697755225709,0.06407405993855507,0.014766101761859328,0.003715553558628434,0.0029714808400707424,56.72,5.0,4.0,6.0,False,False,False
7,150,0,M,200,0.8008658855412432,0.010013148528757117,0.20828155448538152,0.00744255442564692,0.06324132279428396,0.0017794788811836288,56.72,2.0,3.0,3.0,True,True,True
7,150,0,P,200,0.7719754305037588,0.0068520237496562135,0.2092053146628778,0.0070189400177698095,0.06353233847714962,0.0005826241817247167,56.72,3.0,1.0,2.0,True,True,True
7,150,0,S,200,0.01959966403622616,0.013274550691031634,0.015087852833311806,0.009776536116481147,0.01240966710012503,0.004142727503460984,56.72,6.0,6.0,5.0,False,False,False
7,150,0,SLTA,200,0.247790989819907,0.01222169365905362,0.05879335976071275,0.006335113262083185,0.02797260901370754,0.0020296177073519973,56.72,4.0,5.0,4.0,False,False,False
7,150,0,Std,200,0.8155220888430766,0.009940287052682451,0.20869249800725936,0.007231110708724418,0.06495720340386364,0.0020842726297574223,56.72,1.0,2.0,1.0,True,True,True
7,150,2,K,200,0.09689216235159946,0.023017359191219132,0.06644530206781857,0.013473249556261524,0.00409896967542953,0.002898064670331339,59.99,5.0,4.0,6.0,False,False,False
7,150,2,M,200,0.8098885565519269,0.008009708095707693,0.20986735199271528,0.0066186226442964385,0.06371056549530206,0.0013214070269951595,59.99,2.0,3.0,2.0,True,True,True
7,150,2,P,200,0.7699481186291134,0.005811097554241973,0.21067860999677174,0.006416130915200767,0.06369081303515617,0.00046949195923151046,59.99,3.0,1.0,3.0,True,True,True
7,150,2,S,200,0.020655998675833686,0.013195636900505856,0.013810297477255588,0.00880785803344123,0.013362034222616384,0.0034848356458085364,59.99,6.0,6.0,5.0,False,False,False
7,150,2,SLTA,200,0.25089402968993424,0.012057533779246964,0.05655063238417624,0.005522870345681119,0.028509732402896434,0.0019421812626196733,59.99,4.0,5.0,4.0,False,False,False
7,150,2,Std,200,0.8254377399924528,0.007827910675957735,0.21007123629967314,0.0068046308958244865,0.06500528137481279,0.0018661544189155271,59.99,1.0,2.0,1.0,True,True,True
7,150,4,K,200,0.1017147014529581,0.02073120874891983,0.06858091081050315,0.01233226230973192,0.003924995430918662,0.0026988588520615924,63.345,5.0,4.0,6.0,False,False,False
7,150,4,M,200,0.8156812382676861,0.006214834379980654,0.21139558703830125,0.0058162142752996955,0.06384080119639374,0.0010937628540320155,63.345,2.0,3.0,2.0,True,True,True
7,150,4,P,200,0.7681818535236487,0.004688698394533391,0.21252267936484898,0.005428981683111193,0.06371171395162309,0.00045235286622049637,63.345,3.0,1.0,3.0,True,True,True
7,150,4,S,200,0.022832673164518043,0.013379717536105895,0.012610182267579437,0.008359820138303583,0.014491725654371157,0.003263492379661289,63.345,6.0,6.0,5.0,False,False,False
7,150,4,SLTA,200,0.2534158732866657,0.012008405519780848,0.05472381795067565,0.004640334685298656,0.02884949170655812,0.0017439971998824259,63.345,4.0,5.0,4.0,False,False,False
7,150,4,Std,200,0.832139133013358,0.006007850156577503,0.2115058805801153,0.006305319141941992,0.06478438098343998,0.001651042251304494,63.345,1.0,2.0,1.0,True,True,True
7,150,6,K,200,0.10303213966275089,0.018646358556394866,0.06956264756817704,0.01163387696722279,0.0035641677442424134,0.002261921117109444,67.18,5.0,4.0,6.0,False,False,False
7,150,6,M,200,0.8193871378976663,0.004912104288585351,0.21314647975966455,0.004630192838366503,0.06382834988844993,0.0008799339101560678,67.18,2.0,3.0,2.0,True,True,True
7,150,6,P,200,0.7666090775446139,0.003753309346225967,0.21451113802546376,0.004067314462754109,0.06378504728495643,0.000460572799004222,67.18,3.0,1.0,3.0,True,True,True
7,150,6,S,200,0.0254088750686074,0.01273122473125668,0.010877648796605736,0.007711043486908819,0.01498721522301358,0.0033205558205979067,67.18,6.0,6.0,5.0,False,False,False
7,150,6,SLTA,200,0.25605528144532047,0.01189258540726566,0.05302303355932301,0.003857333864527809,0.029286290001357212,0.0016533352532731272,67.18,4.0,5.0,4.0,False,False,False
7,150,6,Std,200,0.8366840372084949,0.004649507433247494,0.21319313710275986,0.005460046397216743,0.06466176620895361,0.0016089769299326504,67.18,1.0,2.0,1.0,True,True,True
7,200,-10,K,200,0.10134813050849756,0.05287491332531115,0.09867827180524673,0.03735968005966924,0.008912175191125497,0.005522268564990716,36.64,5.0,5.0,5.0,False,False,False
7,200,-10,M,200,0.6223015400038517,0.059347404023137824,0.18484733798697606,0.005004493900947823,0.05041255616127846,0.006286875106875498,36.64,3.0,3.0,3.0,True,True,True
7,200,-10,P,200,0.8210141990417179,0.029865283157434995,0.18684750013947174,0.0032445976821880375,0.05352794768366964,0.005820498626476967,36.64,1.0,1.0,2.0,True,True,True
7,200,-10,S,200,0.030443056782305987,0.025458082906722745,0.024435415041460115,0.022232697711517455,0.005913762610881857,0.005174602183822784,36.64,6.0,6.0,6.0,False,False,False
7,200,-10,SLTA,200,0.2867184005965174,0.023593900564086823,0.122812246789527,0.011640131650449899,0.028764329237667266,0.005342701314332874,36.64,4.0,4.0,4.0,False,False,False
7,200,-10,Std,200,0.6691580896270828,0.05060574245777931,0.18637998967612,0.0040001018909775875,0.05422453181017474,0.006384423829946247,36.64,2.0,2.0,1.0,True,True,True
7,200,-8,K,200,0.11757727898999251,0.048007903978557434,0.11107310518543313,0.032213557601161145,0.010133877786790126,0.005807733863250565,41.61,5.0,5.0,5.0,False,False,False
7,200,-8,M,200,0.6983776952017619,0.042397905260972875,0.18654319679942685,0.003252873435251233,0.053713590016963374,0.004925320424130601,41.61,3.0,3.0,3.0,True,True,True
7,200,-8,P,200,0.8447424341091947,0.015405833538626302,0.18788575832058668,0.0020027319049990126,0.055980058157677946,0.004438951497581396,41.61,1.0,1.0,2.0,True,True,True
7,200,-8,S,200,0.027458173737348858,0.022777313002267166,0.023964882223973062,0.019605157040924713,0.008456634579717848,0.0055995046975030405,41.61,6.0,6.0,6.0,False,False,False
7,200,-8,SLTA,200,0.3072958207270411,0.01877311616627165,0.11796964010840517,0.009921149474820522,0.030995350467551114,0.004134379587086424,41.61,4.0,4.0,4.0,False,False,False
7,200,-8,Std,200,0.7441765538706814,0.03465332244836299,0.1876943955824403,0.002244098118464302,0.05691260949257541,0.004798432109581974,41.61,2.0,2.0,1.0,True,True,True
7,200,-6,K,200,0.1303944358644207,0.041570546784460025,0.12066621628218493,0.02612202558598682,0.01090090097206783,0.005467785319176422,46.35,5.0,4.0,6.0,False,False,False
7,200,-6,M,200,0.757529121022678,0.029004866370533452,0.18747265023167056,0.00196041511566167,0.05609678530884971,0.003473254621342357,46.35,3.0,3.0,3.0,True,True,True
7,200,-6,P,200,0.8514553977769853,0.010213721669597234,0.18842023778872613,0.0007414603381203594,0.05748015018133315,0.0035389806333125484,46.35,1.0,1.0,2.0,True,True,True
7,200,-6,S,200,0.023663663422477527,0.020611100141031867,0.026449893608280962,0.015726452973266372,0.010995748288908772,0.005024868077243844,46.35,6.0,6.0,5.0,False,False,False
7,200,-6,SLTA,200,0.3230163953693608,0.016721460739122656,0.11290449272016215,0.008398125935256504,0.03257787380420763,0.0032509040882757615,46.35,4.0,5.0,4.0,False,False,False
7,200,-6,Std,200,0.7988249134430861,0.02311345936610262,0.18836806241207443,0.0008668817551026225,0.05880713134383434,0.003277949169094252,46.35,2.0,2.0,1.0,True,True,True
7,200,-4,K,200,0.1396315856678872,0.035354640279028765,0.12732573501244038,0.020459202913972484,0.011189958910830014,0.005019681388316627,50.7,5.0,4.0,6.0,False,False,False
7,200,-4,M,200,0.8015215206377353,0.01965863362597647,0.1881289782928442,0.000898660308141569,0.05788150424904269,0.002280462953474992,50.7,3.0,3.0,3.0,True,True,True
7,200,-4,P,200,0.8521117467794522,0.007644156492278678,0.18856865128672592,0.000180629760760878,0.05846534383645967,0.002778438206567779,50.7,1.0,1.0,2.0,True,True,True
7,200,-4,S,200,0.02152382508032228,0.018267340597269047,0.028912953157290276,0.01214289601509759,0.012500434448367325,0.00474544030001515,50.7,6.0,6.0,5.0,False,False,False
7,200,-4,SLTA,200,0.3346832436353187,0.01553641761074304,0.10852653321952702,0.007188343284880166,0.03347756248823801,0.002388974947166787,50.7,4.0,5.0,4.0,False,False,False
7,200,-4,Std,200,0.8368627345604913,0.015397516675768396,0.18855640279608546,0.0002239771355376597,0.060073280436546875,0.002335098306499478,50.7,2.0,2.0,1.0,True,True,True
7,200,-2,K,200,0.1451702729587293,0.030092776811097916,0.1310620010087676,0.016478763545438962,0.011547584035476142,0.004499728630083618,53.995,5.0,4.0,6.0,False,False,False
7,200,-2,M,200,0.8324127616757145,0.013635986957885456,0.18844441662180864,0.00031944617251910456,0.05887183813826403,0.0012531691997719316,53.995,3.0,3.0,3.0,True,True,True
7,200,-2,P,200,0.8509254298270941,0.00629246549188019,0.1885906031191956,1.340974833663772e-05,0.058964520420803475,0.0018872111392215071,53.995,2.0,1.0,2.0,True,True,True
7,200,-2,S,200,0.020469499042942204,0.01618295517183165,0.030638081083472535,0.009535537370161362,0.013628002890452167,0.004410231156002537,53.995,6.0,6.0,5.0,False,False,False
7,200,-2,SLTA,200,0.34325026535046954,0.015488271954692382,0.10490225339747662,0.006496011168977854,0.03376410189219412,0.0018443880307562922,53.995,4.0,5.0,4.0,False,False,False
7,200,-2,Std,200,0.8625732573341226,0.011009783946638999,0.18858885333522252,2.352175563862101e-05,0.0607408339536925,0.0019224690696011439,53.995,1.0,2.0,1.0,True,True,True
7,200,0,K,200,0.14958003543257145,0.02605329638295,0.1336990845274628,0.013652674956764359,0.011848918367667681,0.003947547448565993,56.855,5.0,4.0,6.0,False,False,False
7,200,0,M,200,0.8529983797052475,0.00947850206175024,0.18856594707230226,6.676385966527039e-05,0.05925909830969336,0.0006906432001587938,56.855,2.0,3.0,3.0,True,True,True
7,200,0,P,200,0.8493307756557893,0.005124386553112966,0.18859219383189837,8.89467766708064e-06,0.05927953231703551,0.0007535430754829784,56.855,3.0,1.0,2.0,True,True,True
7,200,0,S,200,0.019751635868118633,0.013764795632515436,0.031679043476182236,0.007600507172840645,0.013746565388560108,0.00353472282371105,56.855,6.0,6.0,5.0,False,False,False
7,200,0,SLTA,200,0.34938661887591993,0.015432413428281748,0.10206155865282353,0.005586890706898744,0.03391124392913043,0.0013864577815761456,56.855,4.0,5.0,4.0,False,False,False
7,200,0,Std,200,0.8795048477519616,0.007841758466443374,0.18859155754681725,9.77724215710747e-06,0.06105656102654983,0.0019486846800052544,56.855,1.0,2.0,1.0,True,True,True
7,200,2,K,200,0.153384008369297,0.022555697202528587,0.13567331806290292,0.011383913163136396,0.012380962345940643,0.0035997636117197037,59.255,5.0,4.0,6.0,False,False,False
7,200,2,M,200,0.8666854937740885,0.006656977709697554,0.18858567190981693,1.4472327366907436e-05,0.059355851386428765,0.0003518647126587782,59.255,2.0,3.0,3.0,True,True,True
7,200,2,P,200,0.8481150451915122,0.004139847529639061,0.18859314825952006,7.271222821271401e-06,0.05935758857453458,0.0002273805639992608,59.255,3.0,1.5,2.0,True,True,True
7,200,2,S,200,0.018809573990572936,0.011880147143642883,0.032366231363790104,0.006262304109663859,0.01369023682600787,0.003092545601472344,59.255,6.0,6.0,5.0,False,False,False
7,200,2,SLTA,200,0.35313939215862455,0.015502911039284572,0.1002005838618225,0.004823589284232833,0.03384976458736325,0.001230512570758687,59.255,4.0,5.0,4.0,False,False,False
7,200,2,Std,200,0.8909014619454665,0.0056498787796057945,0.18859314825952006,7.271222821274632e-06,0.06141275786726279,0.0020364274847722904,59.255,1.0,1.5,1.0,True,True,True
7,200,4,K,200,0.15667632985024113,0.01979482636271554,0.1371361374643941,0.009625674659860372,0.01320463007726161,0.0034132369072204095,61.735,5.0,4.0,6.0,False,False,False
7,200,4,M,200,0.8752470814007985,0.004861536880378736,0.18858758076506027,1.3422069555503558e-05,0.05928797368152797,0.00019878269580095363,61.735,2.0,3.0,3.0,True,True,True
7,200,4,P,200,0.8470069670359741,0.0033730196335953404,0.18859442082968228,3.876804931665505e-06,0.05934674221950072,0.00016921007397484826,61.735,3.0,1.0,2.0,True,True,True
7,200,4,S,200,0.01827990969482444,0.010490479082423633,0.033013651433828076,0.005418049179366579,0.013507271058890156,0.002710875670023562,61.735,6.0,6.0,5.0,False,False,False
7,200,4,SLTA,200,0.3552001298996535,0.015488890228010432,0.09876385214865716,0.004187636572374727,0.03383666535075377,0.001139280170775382,61.735,4.0,5.0,4.0,False,False,False
7,200,4,Std,200,0.8983336249855439,0.004181667100867765,0.18859410268714175,4.979463080038717e-06,0.061865898998221425,0.0020823286532471947,61.735,1.0,2.0,1.0,True,True,True
